Game	Category	Start	Click	End	Tournament	Attacking Player	Shot Origin	Shot Outcome	Shot Location	Defending Player
Canada vs Korea	Shot Korea	53:09	53:14	53:23	Scrimmage G1 2026	Korea - Player 10	5	Ball Control Save	1.5	Canada - Cassandra
Canada vs Korea	Shot Canada	53:18	53:23	53:28	Scrimmage G1 2026	Canada - Cassandra	1	Save	3	Korea - Player 1
Canada vs Korea	Shot Korea	53:24	53:29	53:40	Scrimmage G1 2026	Korea - Player 12	2	Save	3.5	Canada - Elena
Canada vs Korea	Shot Canada	53:36	53:41	53:55	Scrimmage G1 2026	Canada - Florinda	4	Save	4.5	Korea - Player 10
Canada vs Korea	Shot Korea	53:50	53:55	54:00	Scrimmage G1 2026	Korea - Player 10	4	Ball Control Save	3	Canada - Elena
Canada vs Korea	Shot Canada	53:54	53:59	54:07	Scrimmage G1 2026	Canada - Cassandra	1	Save	4	Korea - Player 10
Canada vs Korea	Shot Korea	54:02	54:07	54:15	Scrimmage G1 2026	Korea - Player 1	3	Ball Control Save	1	Canada - Cassandra
Canada vs Korea	Shot Canada	54:11	54:16	54:21	Scrimmage G1 2026	Canada - Cassandra	1	Save	3	Korea - Player 1
Canada vs Korea	Shot Korea	54:16	54:21	54:33	Scrimmage G1 2026	Korea - Player 12	2	Ball Control Save	4	Canada - Elena
Canada vs Korea	Shot Canada	54:29	54:34	54:42	Scrimmage G1 2026	Canada - Florinda	4	Save	4	Korea - Player 10
Canada vs Korea	Shot Korea	54:37	54:42	54:48	Scrimmage G1 2026	Korea - Player 10	4	Save	3	Canada - Elena
Canada vs Korea	Shot Canada	54:43	54:48	54:56	Scrimmage G1 2026	Canada - Cassandra	1	Save	4.5	Korea - Player 10
Canada vs Korea	Shot Korea	54:51	54:56	55:10	Scrimmage G1 2026	Korea - Player 12	1	Ball Control Save	4	Canada - Florinda
Canada vs Korea	Shot Canada	55:05	55:10	55:15	Scrimmage G1 2026	Canada - Florinda	4	Out	0	
Canada vs Korea	Shot Korea	55:08	55:13	55:36	Scrimmage G1 2026	Korea - Player 12	1	Out	6	
Canada vs Korea	Shot Canada	55:36	55:41	55:51	Scrimmage G1 2026	Canada - Florinda	5	Save	4.5	Korea - Player 6
Canada vs Korea	Shot Korea	55:46	55:51	55:57	Scrimmage G1 2026	Korea - Player 6	5	Ball Control Save	3.5	Canada - Elena
Canada vs Korea	Shot Canada	55:53	55:58	56:07	Scrimmage G1 2026	Canada - Cassandra	2	Save	5	Korea - Player 6
Canada vs Korea	Shot Korea	56:04	56:09	56:21	Scrimmage G1 2026	Korea - Player 6	4	Ball Control Save	1.5	Canada - Cassandra
Canada vs Korea	Shot Canada	56:16	56:21	56:32	Scrimmage G1 2026	Canada - Florinda	4	Save	3	Korea - Player 1
Canada vs Korea	Shot Korea	56:27	56:32	56:40	Scrimmage G1 2026	Korea - Player 12	2	Ball Control Save	5	Canada - Florinda
Canada vs Korea	Shot Canada	56:36	56:41	56:57	Scrimmage G1 2026	Canada - Florinda	4	Out	6	
Canada vs Korea	Shot Korea	57:01	57:06	57:18	Scrimmage G1 2026	Korea - Player 6	3	Ball Control Save	2	Canada - Cassandra
Canada vs Korea	Shot Canada	57:14	57:19	57:24	Scrimmage G1 2026	Canada - Cassandra	2	Save	4.5	Korea - Player 6
Canada vs Korea	Shot Korea	57:20	57:25	57:30	Scrimmage G1 2026	Korea - Player 6	5	Ball Control Save	2	Canada - Elena
Canada vs Korea	Shot Canada	57:25	57:30	57:38	Scrimmage G1 2026	Canada - Elena	3	Save	3	Korea - Player 1
Canada vs Korea	Shot Korea	57:33	57:38	57:45	Scrimmage G1 2026	Korea - Player 12	2	Ball Control Save	3	Canada - Elena
Canada vs Korea	Shot Canada	57:40	57:45	57:53	Scrimmage G1 2026	Canada - Cassandra	2	Save	4.5	Korea - Player 6
Canada vs Korea	Shot Korea	57:49	57:54	58:00	Scrimmage G1 2026	Korea - Player 6	5	Save	3	Canada - Elena
Canada vs Korea	Shot Canada	57:55	58:00	58:09	Scrimmage G1 2026	Canada - Florinda	5	Save	3	Korea - Player 1
Canada vs Korea	Shot Korea	58:20	58:25	58:34	Scrimmage G1 2026	Korea - Player 12	1	Save	4.5	Canada - Florinda
Canada vs Korea	Shot Canada	58:30	58:35	58:43	Scrimmage G1 2026	Canada - Elena	3	Save	3.5	Korea - Player 15
Canada vs Korea	Shot Korea	58:38	58:43	58:50	Scrimmage G1 2026	Korea - Player 6	5	Save	2	Canada - Cassandra
Canada vs Korea	Shot Canada	58:45	58:50	58:56	Scrimmage G1 2026	Canada - Cassandra	2	Save	3.5	Korea - Player 15
Canada vs Korea	Shot Korea	58:51	58:56	59:05	Scrimmage G1 2026	Korea - Player 12	3	Save	2.5	Canada - Cassandra
Canada vs Korea	Shot Canada	59:01	59:06	59:13	Scrimmage G1 2026	Canada - Cassandra	2	Save	1.5	Korea - Player 12
Canada vs Korea	Shot Korea	59:08	59:13	59:18	Scrimmage G1 2026	Korea - Player 12	1	Out	0	
Canada vs Korea	Shot Canada	59:13	59:18	59:32	Scrimmage G1 2026	Canada - Florinda	4	Save	2	Korea - Player 12
Canada vs Korea	Shot Korea	59:27	59:32	59:39	Scrimmage G1 2026	Korea - Player 6	4	Ball Control Save	3.5	Canada - Elena
Canada vs Korea	Shot Canada	59:35	59:40	59:49	Scrimmage G1 2026	Canada - Florinda	5	Save	3	Korea - Player 15
Canada vs Korea	Shot Korea	59:45	59:50	59:58	Scrimmage G1 2026	Korea - Player 12	1	Save	4	Canada - Florinda
Canada vs Korea	Shot Canada	59:54	59:59	60:05	Scrimmage G1 2026	Canada - Florinda	4	Save	3	Korea - Player 15
Canada vs Korea	Shot Korea	60:01	60:06	60:14	Scrimmage G1 2026	Korea - Player 6	4	Save	2.5	Canada - Elena
Canada vs Korea	Shot Canada	60:09	60:14	60:21	Scrimmage G1 2026	Canada - Cassandra	2	Save	4.5	Korea - Player 6
Canada vs Korea	Shot Korea	60:17	60:22	60:27	Scrimmage G1 2026	Korea - Player 6	5	Save	1	Canada - Cassandra
Canada vs Korea	Shot Canada	60:20	60:25	60:37	Scrimmage G1 2026	Canada - Cassandra	1	Save	2	Korea - Player 12
Canada vs Korea	Shot Korea	60:33	60:38	60:48	Scrimmage G1 2026	Korea - Player 12	1	Ball Control Save	5	Canada - 4
Canada vs Korea	Shot Canada	60:43	60:48	60:56	Scrimmage G1 2026	Canada - Florinda	4	Save	4	Korea - Player 6
Canada vs Korea	Shot Korea	60:51	60:56	61:01	Scrimmage G1 2026	Korea - Player 6	5	Save	3	Canada - Elena
Canada vs Korea	Shot Canada	60:56	61:01	61:10	Scrimmage G1 2026	Canada - Florinda	4	Save	3	Korea - Player 15
Canada vs Korea	Shot Korea	61:06	61:11	61:29	Scrimmage G1 2026	Korea - Player 12	2	Goal	3.5	Canada - Elena
Canada vs Korea	Shot Canada	61:26	61:31	61:36	Scrimmage G1 2026	Canada - Florinda	5	Save	3.5	Korea - Player 6
Canada vs Korea	Shot Korea	61:30	61:35	61:40	Scrimmage G1 2026	Korea - Player 6	5	Ball Control Save	3	Canada - Elena
Canada vs Korea	Shot Canada	61:34	61:39	61:46	Scrimmage G1 2026	Canada - Cassandra	2	Save	4.5	Korea - Player 6
Canada vs Korea	Shot Korea	61:42	61:47	61:56	Scrimmage G1 2026	Korea - Player 6	5	Ball Control Save	3	Canada - Elena
Canada vs Korea	Shot Canada	61:53	61:58	62:07	Scrimmage G1 2026	Canada - Florinda	4	Save	2	Korea - Player 15
Canada vs Korea	Shot Korea	62:02	62:07	62:19	Scrimmage G1 2026	Korea - Player 12	2	Goal	3.5	Canada - Elena
Canada vs Korea	Shot Canada	62:17	62:22	62:27	Scrimmage G1 2026	Canada - Florinda	5	Save	4	Korea - Player 6
Canada vs Korea	Shot Korea	62:23	62:28	62:34	Scrimmage G1 2026	Korea - Player 6	4	Ball Control Save	3	Canada - Elena
Canada vs Korea	Shot Canada	62:30	62:35	62:41	Scrimmage G1 2026	Canada - Cassandra	2	Out	6	
Canada vs Korea	Shot Korea	62:41	62:46	62:57	Scrimmage G1 2026	Korea - Player 6	5	Ball Control Save	1.5	Canada - Cassandra
Canada vs Korea	Shot Canada	62:54	62:59	63:04	Scrimmage G1 2026	Canada - Cassandra	1	Save	5	Korea - Player 6
Canada vs Korea	Shot Korea	63:00	63:05	63:11	Scrimmage G1 2026	Korea - Player 12	2	Ball Control Save	1.5	Canada - Cassandra
Canada vs Korea	Shot Canada	63:07	63:12	63:17	Scrimmage G1 2026	Canada - Cassandra	1	Save	5	Korea - Player 6
Canada vs Korea	Shot Korea	63:13	63:18	63:27	Scrimmage G1 2026	Korea - Player 6	4	Ball Control Save	2	Canada - Elena
Canada vs Korea	Shot Canada	63:23	63:28	63:34	Scrimmage G1 2026	Canada - Elena	3	Save	1.5	Korea - Player 12
Canada vs Korea	Shot Korea	63:30	63:35	63:43	Scrimmage G1 2026	Korea - Player 12	2	Ball Control Save	5	Canada - Florinda
Canada vs Korea	Shot Canada	63:58	64:03	64:12	Scrimmage G1 2026	Canada - Amy	1	Save	4	Korea - Player 6
Canada vs Korea	Shot Korea	64:07	64:12	64:19	Scrimmage G1 2026	Korea - Player 12	2	Save	4	Canada - Meghan
Canada vs Korea	Shot Canada	64:14	64:19	64:29	Scrimmage G1 2026	Canada - Emma	5	Out	0	
Canada vs Korea	Shot Korea	64:25	64:30	64:43	Scrimmage G1 2026	Korea - Player 6	4	Ball Control Save	2.5	Canada - Meghan
Canada vs Korea	Shot Canada	64:39	64:44	64:54	Scrimmage G1 2026	Canada - Amy	2	Save	2	Korea - Player 15
Canada vs Korea	Shot Korea	64:50	64:55	65:03	Scrimmage G1 2026	Korea - Player 12	2	Ball Control Save	4.5	Canada - Emma
Canada vs Korea	Shot Canada	64:58	65:03	65:08	Scrimmage G1 2026	Canada - Emma	5	Save	1	Korea - Player 12
Canada vs Korea	Shot Korea	65:03	65:08	65:18	Scrimmage G1 2026	Korea - Player 6	3	Ball Control Save	2	Canada - Amy
Canada vs Korea	Shot Canada	65:14	65:19	65:24	Scrimmage G1 2026	Canada - Amy	2	Save	3	Korea - Player 15
Canada vs Korea	Shot Korea	65:18	65:23	65:33	Scrimmage G1 2026	Korea - Player 12	2	Ball Control Save	5	Canada - Emma
Canada vs Korea	Shot Canada	65:28	65:33	65:42	Scrimmage G1 2026	Canada - Emma	4	Save	4.5	Korea - Player 6
Canada vs Korea	Shot Korea	65:37	65:42	65:49	Scrimmage G1 2026	Korea - Player 6	5	Out	0	
Canada vs Korea	Shot Canada	65:48	65:53	66:03	Scrimmage G1 2026	Canada - Amy	1	Save	3	Korea - Player 15
Canada vs Korea	Shot Korea	65:58	66:03	66:09	Scrimmage G1 2026	Korea - Player 12	2	Ball Control Save	3	Canada - Meghan
Canada vs Korea	Shot Canada	66:05	66:10	66:23	Scrimmage G1 2026	Canada - Meghan	3	Save	3.5	Korea - Player 15
Canada vs Korea	Shot Korea	66:19	66:24	66:29	Scrimmage G1 2026	Korea - Player 6	5	Save	1.5	Canada - Amy
Canada vs Korea	Shot Canada	66:25	66:30	66:38	Scrimmage G1 2026	Canada - Amy	1	Save	4	Korea - Player 6
Canada vs Korea	Shot Korea	66:34	66:39	66:45	Scrimmage G1 2026	Korea - Player 12	3	Save	3	Canada - Meghan
Canada vs Korea	Shot Canada	66:41	66:46	67:01	Scrimmage G1 2026	Canada - Amy	1	Save	2.5	Korea - Player 15
Canada vs Korea	Shot Korea	66:56	67:01	67:07	Scrimmage G1 2026	Korea - Player 6	4	Save	4	Canada - Emma
Canada vs Korea	Shot Canada	67:03	67:08	67:17	Scrimmage G1 2026	Canada - Emma	3	Out	6	
Canada vs Korea	Shot Korea	67:15	67:20	67:30	Scrimmage G1 2026	Korea - Player 12	4	Ball Control Save	2	Canada - Meghan
Canada vs Korea	Shot Canada	67:26	67:31	67:41	Scrimmage G1 2026	Canada - Amy	2	Save	2	Korea - Player 12
Canada vs Korea	Shot Korea	67:36	67:41	67:47	Scrimmage G1 2026	Korea - Player 6	4	Ball Control Save	2	Canada - Meghan
Canada vs Korea	Shot Canada	67:43	67:48	67:59	Scrimmage G1 2026	Canada - Emma	5	Save	2	Korea - Player 12
Canada vs Korea	Shot Korea	67:54	67:59	68:08	Scrimmage G1 2026	Korea - Player 12	1	Ball Control Save	4	Canada - Meghan
Canada vs Korea	Shot Canada	68:03	68:08	68:16	Scrimmage G1 2026	Canada - Amy	4	Save	1	Korea - Player 12
Canada vs Korea	Shot Korea	68:11	68:16	68:27	Scrimmage G1 2026	Korea - Player 6	2	Ball Control Save	2.5	Canada - Meghan
Canada vs Korea	Shot Canada	68:22	68:27	68:39	Scrimmage G1 2026	Canada - Emma	4	Save	4	Korea - Player 6
Canada vs Korea	Shot Korea	68:34	68:39	68:57	Scrimmage G1 2026	Korea - Player 12	2	Save	4	Canada - Emma
Canada vs Korea	Shot Canada	69:04	69:09	69:23	Scrimmage G1 2026	Canada - Amy	5	Save	1	Korea - Player 12
Canada vs Korea	Shot Korea	69:19	69:24	69:36	Scrimmage G1 2026	Korea - Player 6	4	Ball Control Save	1.5	Canada - Amy
Canada vs Korea	Shot Canada	69:31	69:36	69:46	Scrimmage G1 2026	Canada - Emma	5	Save	1.5	Korea - Player 12
Canada vs Korea	Shot Korea	69:41	69:46	69:54	Scrimmage G1 2026	Korea - Player 12	2	Ball Control Save	3.5	Canada - Meghan
Canada vs Korea	Shot Canada	69:49	69:54	70:03	Scrimmage G1 2026	Canada - Amy	5	Save	1.5	Korea - Player 12
Canada vs Korea	Shot Korea	69:58	70:03	70:08	Scrimmage G1 2026	Korea - Player 12	1	Ball Control Save	3	Canada - Meghan
Canada vs Korea	Shot Canada	70:02	70:07	70:15	Scrimmage G1 2026	Canada - Emma	5	Save	1.5	Korea - Player 12
Canada vs Korea	Shot Korea	70:10	70:15	70:23	Scrimmage G1 2026	Korea - Canada Save	4	Emma		
Canada vs Korea	Shot Canada	70:18	70:23	70:32	Scrimmage G1 2026	Canada - Amy	3	Save	1.5	Korea - Player 12
Canada vs Korea	Shot Korea	70:28	70:33	70:38	Scrimmage G1 2026	Korea - Player 15	3	Ball Control Save	2.5	Canada - Meghan
Canada vs Korea	Shot Canada	70:32	70:37	70:46	Scrimmage G1 2026	Canada - Meghan	5	Save	3	Korea - Player 15
Canada vs Korea	Shot Korea	70:41	70:46	70:53	Scrimmage G1 2026	Korea - Player 6	4	Ball Control Save	1	Canada - Amy
Canada vs Korea	Shot Canada	70:49	70:54	71:02	Scrimmage G1 2026	Canada - Amy	1	Save	4.5	Korea - Player 6
Canada vs Korea	Shot Korea	70:57	71:02	71:11	Scrimmage G1 2026	Korea - Player 6	4	Ball Control Save	3	Canada - Meghan
Canada vs Korea	Shot Canada	71:06	71:11	71:17	Scrimmage G1 2026	Canada - Emma	2	Save	2	Korea - Player 12
Canada vs Korea	Shot Korea	71:13	71:18	71:29	Scrimmage G1 2026	Korea - Player 12	2	Goal	5	Canada - Emma
Canada vs Korea	Shot Canada	71:24	71:29	71:36	Scrimmage G1 2026	Canada - Amy	5	Out	0	
Canada vs Korea	Shot Korea	71:39	71:44	72:00	Scrimmage G1 2026	Korea - Player 6	3	Ball Control Save	1.5	Canada - Amy
Canada vs Korea	Shot Canada	71:55	72:00	72:08	Scrimmage G1 2026	Canada - Amy	1	Save	5	Korea - Player 6
Canada vs Korea	Shot Korea	72:04	72:09	72:22	Scrimmage G1 2026	Korea - Player 12	4	Ball Control Save	2	Canada - Amy
Canada vs Korea	Shot Canada	72:17	72:22	72:30	Scrimmage G1 2026	Canada - Emma	4	Save	3.5	Korea - Player 15
Canada vs Korea	Shot Korea	72:25	72:30	72:39	Scrimmage G1 2026	Korea - Player 6	4	Save	3.5	Canada - Meghan
Canada vs Korea	Shot Canada	72:35	72:40	72:48	Scrimmage G1 2026	Canada - Emma	5	Goal	1	Korea - Player 12
Canada vs Korea	Shot Korea	72:49	72:54	73:06	Scrimmage G1 2026	Korea - Player 12	2	Save	4	Canada - Emma
Canada vs Korea	Shot Canada	73:01	73:06	73:12	Scrimmage G1 2026	Canada - Amy	4	Save	1	Korea - Player 12
Canada vs Korea	T-END				Scrimmage G1 2026					
Canada vs Korea	@@@P1				Malmo					
Canada vs Korea	T-START				Malmo					
Canada vs Korea	Shot Canada	00:01	00:06	00:23	Malmo	Canada - Elena	1	Save	3.5	Korea - Player 15
Canada vs Korea	Shot Korea	00:19	00:24	00:31	Malmo	Korea - Player 19	2	Ball Control Save	3.5	Canada - Cassandra
Canada vs Korea	Shot Canada	00:27	00:32	00:45	Malmo	Canada - Florinda	4	Save	1.5	Korea - Player 19
Canada vs Korea	Shot Korea	00:46	00:51	00:59	Malmo	Korea - Player 19	1	Goal	2	Canada - Cassandra
Canada vs Korea	Shot Canada	00:56	01:01	01:08	Malmo	Canada - Elena	1	Save	4.5	Korea - Player 1
Canada vs Korea	Shot Korea	01:03	01:08	01:15	Malmo	Korea - Player 1	5	Ball Control Save	2	Canada - Elena
Canada vs Korea	Shot Canada	01:10	01:15	01:21	Malmo	Canada - Elena	2	Out	0	
Canada vs Korea	Shot Korea	01:19	01:24	01:40	Malmo	Korea - Player 19	1	Goal	4	Canada - Florinda
Canada vs Korea	Shot Canada	01:36	01:41	01:48	Malmo	Canada - Elena	1	Save	3	Korea - Player 15
Canada vs Korea	Shot Korea	01:47	01:52	01:58	Malmo	Korea - Player 1	4	Ball Control Save	4	Canada - Florinda
Canada vs Korea	Shot Canada	01:53	01:58	02:05	Malmo	Canada - Florinda	5	Out	6	
Canada vs Korea	Shot Korea	02:07	02:12	02:22	Malmo	Korea - Player 1	5	Ball Control Save	3.5	Canada - Cassandra
Canada vs Korea	Shot Canada	02:18	02:23	02:30	Malmo	Canada - Cassandra	3	Save	4	Korea - Player 1
Canada vs Korea	Shot Korea	02:25	02:30	02:38	Malmo	Korea - Player 1	5	Ball Control Save	4.5	Canada - Florinda
Canada vs Korea	Shot Canada	02:34	02:39	02:51	Malmo	Canada - Florinda	5	Save	2	Korea - Player 19
Canada vs Korea	Shot Korea	02:47	02:52	02:57	Malmo	Korea - Player 1	5	Ball Control Save	1	Canada - Elena
Canada vs Korea	Shot Canada	02:52	02:57	03:08	Malmo	Canada - Elena	1	Save	2.5	Korea - Player 15
Canada vs Korea	Shot Korea	03:04	03:09	03:21	Malmo	Korea - Player 19	4	Save	4	Canada - Florinda
Canada vs Korea	Shot Korea	03:17	03:22	03:34	Malmo	Korea - Player 1	4	Ball Control Save	1.5	Canada - Elena
Canada vs Korea	Shot Canada	03:29	03:34	03:41	Malmo	Canada - Elena	1	Save	1.5	Korea - Player 19
Canada vs Korea	Shot Korea	03:37	03:42	03:55	Malmo	Korea - Player 19	1	Save	4	Canada - Florinda
Canada vs Korea	Shot Canada	03:51	03:56	04:04	Malmo	Canada - Elena	2	Save	5	Korea - Player 1
Canada vs Korea	Shot Korea	03:59	04:04	04:15	Malmo	Korea - Player 1	5	Ball Control Save	1	Canada - Elena
Canada vs Korea	Shot Canada	04:11	04:16	04:24	Malmo	Canada - Elena	1	Save	4	Korea - Player 15
Canada vs Korea	Shot Korea	04:19	04:24	04:32	Malmo	Korea - Player 19	4	Ball Control Save	3	Canada - Cassandra
Canada vs Korea	Shot Canada	04:28	04:33	04:39	Malmo	Canada - Florinda	5	Save	2.5	Korea - Player 15
Canada vs Korea	Shot Korea	04:35	04:40	04:45	Malmo	Korea - Player 19	1	Save	3	Canada - Cassandra
Canada vs Korea	Shot Canada	04:41	04:46	04:54	Malmo	Canada - Florinda	4	Save	5	Korea - Player 1
Canada vs Korea	Shot Korea	04:50	04:55	05:03	Malmo	Korea - Player 1	5	Ball Control Save	2	Canada - Elena
Canada vs Korea	Shot Canada	04:59	05:04	05:11	Malmo	Canada - Elena	1	Save	4.5	Korea - Player 1
Canada vs Korea	Shot Korea	05:06	05:11	05:19	Malmo	Korea - Player 1	5	Ball Control Save	1	Canada - Elena
Canada vs Korea	Shot Canada	05:15	05:20	05:25	Malmo	Canada - Elena	1	Save	2.5	Korea - Player 1
Canada vs Korea	Shot Korea	05:21	05:26	05:36	Malmo	Korea - Player 1	5	Ball Control Save	1.5	Canada - Elena
Canada vs Korea	Shot Canada	05:32	05:37	05:44	Malmo	Canada - Florinda	5	Save	2.5	Korea - Player 15
Canada vs Korea	Shot Korea	05:39	05:44	05:53	Malmo	Korea - Player 19	2	Save	3.5	Canada - Cassandra
Canada vs Korea	Shot Canada	05:50	05:55	06:00	Malmo					
Canada vs Korea	Shot Korea	05:56	06:01	06:10	Malmo	Korea - Player 19	1	Save	3.5	Canada - Cassandra
Canada vs Korea	Shot Canada	06:06	06:11	06:20	Malmo	Canada - Florinda	5	Save	4.5	Korea - Player 1
Canada vs Korea	Shot Korea	06:15	06:20	06:28	Malmo	Korea - Player 1	5	Save	2	Canada - Elena
Canada vs Korea	Shot Canada	06:24	06:29	06:35	Malmo	Canada - Elena	1	Save	5	Korea - Player 1
Canada vs Korea	Shot Korea	06:33	06:38	06:55	Malmo	Korea - Player 19	2	Ball Control Save	4	Canada - Florinda
Canada vs Korea	Shot Canada	06:51	06:56	07:01	Malmo	Canada - Florinda	5	Save	3	Korea - Player 15
Canada vs Korea	Shot Korea	06:56	07:01	07:08	Malmo	Korea - Player 1	4	Ball Control Save	4	Canada - Florinda
Canada vs Korea	Shot Canada	07:03	07:08	07:18	Malmo	Canada - Florinda	4	Save	4.5	Korea - Player 1
Canada vs Korea	Shot Korea	07:13	07:18	07:39	Malmo	Korea - Player 19	4	Ball Control Save	1.5	Canada - Elena
Canada vs Korea	Shot Canada	07:35	07:40	07:47	Malmo	Canada - Elena	1	Save	4.5	Korea - Player 1
Canada vs Korea	Shot Korea	07:43	07:48	07:55	Malmo	Korea - Player 1	5	Ball Control Save	2	Canada - Elena
Canada vs Korea	Shot Canada	07:51	07:56	08:01	Malmo	Canada - Cassandra	1	Save	3.5	Korea - Player 15
Canada vs Korea	Shot Korea	07:57	08:02	08:13	Malmo	Korea - Player 19	2	Ball Control Save	2.5	Canada - Elena
Canada vs Korea	Shot Canada	08:09	08:14	08:23	Malmo	Canada - Florinda	4	Goal	3.5	Korea - Player 15
Canada vs Korea	Shot Korea	08:21	08:26	08:36	Malmo	Korea - Player 1	5	Ball Control Save	3	Canada - Elena
Canada vs Korea	Shot Canada	08:32	08:37	08:53	Malmo	Canada - Cassandra	1	Save	4.5	Korea - Player 1
Canada vs Korea	Shot Korea	08:48	08:53	09:00	Malmo	Korea - Player 19	4	Save	2.5	Canada - Elena
Canada vs Korea	Shot Canada	08:56	09:01	09:06	Malmo	Canada - Cassandra	1	Save	3	Korea - Player 15
Canada vs Korea	Shot Korea	09:01	09:06	09:16	Malmo	Korea - Player 1	4	Ball Control Save	1.5	Canada - Cassandra
Canada vs Korea	Shot Canada	09:11	09:16	09:30	Malmo	Canada - Florinda	5	Save	5	Korea - Player 1
Canada vs Korea	Shot Korea	09:26	09:31	09:47	Malmo	Korea - Player 1	4	Ball Control Save	4	Canada - Florinda
Canada vs Korea	Shot Canada	09:43	09:48	09:54	Malmo	Canada - Florinda	5	Save	3.5	Korea - Player 15
Canada vs Korea	Shot Korea	09:50	09:55	10:02	Malmo	Korea - Player 19	4	Save	3	Canada - Elena
Canada vs Korea	Shot Canada	09:57	10:02	10:11	Malmo	Canada - Florinda	4	Save	4.5	Korea - Player 1
Canada vs Korea	Shot Korea	10:07	10:12	10:29	Malmo	Korea - Player 1	3	Save	2	Canada - Cassandra
Canada vs Korea	Shot Canada	10:25	10:30	10:35	Malmo	Canada - Cassandra	2	Save	3.5	Korea - Player 15
Canada vs Korea	Shot Korea	10:31	10:36	10:46	Malmo	Korea - Player 19	3	Save	2	Canada - Cassandra
Canada vs Korea	Shot Canada	10:41	10:46	10:53	Malmo	Canada - Cassandra	1	Save	3	Korea - Player 15
Canada vs Korea	Shot Korea	10:49	10:54	11:03	Malmo	Korea - Player 1	4	Save	2	Canada - Cassandra
Canada vs Korea	Shot Canada	11:02	11:07	11:20	Malmo	Canada - Cassandra	1	Save	2.5	Korea - Player 19
Canada vs Korea	Shot Korea	11:16	11:21	11:27	Malmo	Korea - Player 19	1	Ball Control Save	4	Canada - Florinda
Canada vs Korea	Shot Canada	11:22	11:27	11:32	Malmo	Canada - Florinda	5	Save	3	Korea - Player 15
Canada vs Korea	Shot Korea	11:28	11:33	11:45	Malmo	Korea - Player 19	1	Ball Control Save	4	Canada - Elena
Canada vs Korea	Shot Canada	11:40	11:45	11:50	Malmo	Canada - Elena	3	Save	1	Korea - Player 19
Canada vs Korea	Shot Korea	11:46	11:51	11:58	Malmo	Korea - Player 19	1	Ball Control Save	3.5	Canada - Elena
Canada vs Korea	Shot Canada	11:53	11:58	12:07	Malmo	Canada - Florinda	4	Save	3.5	Korea - Player 15
Canada vs Korea	Shot Korea	12:03	12:08	12:14	Malmo	Korea - Player 1	5	Ball Control Save	3.5	Canada - Elena
Canada vs Korea	Shot Canada	12:09	12:14	12:21	Malmo	Canada - Florinda	5	Save	3	Korea - Player 15
Canada vs Korea	Shot Korea	12:17	12:22	12:31	Malmo	Korea - Player 19	2	Ball Control Save	4	Canada - Florinda
Canada vs Korea	Shot Canada	12:27	12:32	12:41	Malmo	Canada - Florinda	5	Save	3	Korea - Player 15
Canada vs Korea	Shot Korea	12:37	12:42	12:47	Malmo					
Canada vs Korea	Shot Canada	12:40	12:45	12:53	Malmo	Canada - Cassandra	2	Save	1.5	Korea - Player 19
Canada vs Korea	Shot Korea	12:52	12:57	13:06	Malmo	Korea - Player 19	2	Save	3.5	Canada - Elena
Canada vs Korea	Shot Canada	13:02	13:07	13:13	Malmo	Canada - Florinda	5	Save	4.5	Korea - Player 1
Canada vs Korea	Shot Korea	13:09	13:14	13:23	Malmo	Korea - Player 1	4	Ball Control Save	2.5	Canada - Cassandra
Canada vs Korea	Shot Canada	13:19	13:24	13:29	Malmo	Canada - Cassandra	1	Save	3	Korea - Player 15
Canada vs Korea	Shot Korea	13:24	13:29	13:40	Malmo	Korea - Player 19	1	Save	4.5	Canada - Florinda
Canada vs Korea	Shot Korea	13:50	13:55	14:02	Malmo	Korea - Player 19	1	Ball Control Save	4.5	Canada - Florinda
Canada vs Korea	Shot Canada	13:58	14:03	14:09	Malmo	Canada - Florinda	5	Out	6	
Canada vs Korea	Shot Korea	14:15	14:20	14:31	Malmo	Korea - Player 19	5	Ball Control Save	2.5	Canada - Cassandra
Canada vs Korea	Shot Canada	14:26	14:31	14:37	Malmo	Canada - Florinda	5	Save	4.5	Korea - Player 1
Canada vs Korea	Shot Korea	14:33	14:38	14:43	Malmo	Korea - Player 19	1	Ball Control Save	4	Canada - Florinda
Canada vs Korea	Shot Canada	14:39	14:44	14:51	Malmo	Canada - Florinda	4	Save	3	Korea - Player 15
Canada vs Korea	Shot Korea	14:46	14:51	15:00	Malmo	Korea - Player 1	4	Out	0	
Canada vs Korea	Shot Canada	14:58	15:03	15:12	Malmo	Canada - Florinda	1	Out	6	
Canada vs Korea	T-END				Malmo					
Canada vs Korea	@@@P2				Malmo					
Canada vs Korea	T-START				Malmo					
Canada vs Korea	Shot Korea	18:02	18:07	18:14	Malmo	Korea - Player 6	5	Ball Control Save	1	Canada - Amy
Canada vs Korea	Shot Canada	18:10	18:15	18:32	Malmo	Canada - Amy	1	Save	4	Korea - Player 15
Canada vs Korea	Shot Korea	18:27	18:32	18:37	Malmo	Korea - Player 6	4	Ball Control Save	1	Canada - Amy
Canada vs Korea	Shot Canada	18:33	18:38	18:50	Malmo	Canada - Emma	1	Save	4	Korea - Player 15
Canada vs Korea	Shot Korea	18:46	18:51	18:57	Malmo	Korea - Player 12	2	Save	4	Canada - Emma
